hip,ra,dec,magnitude,B-V
46872,143.27441666666667,-35.301138888888886,9.13,0.334
46873,143.28079166666666,49.43863888888889,6.76,0.12
46874,143.282125,-39.12916666666667,6.43,0.337
46875,143.28304166666666,-9.316444444444445,9.21,1.368
46876,143.28791666666666,-46.76513888888889,9.23,0.25
46877,143.29104166666667,-36.40463888888889,7.53,0.113
46878,143.29316666666668,48.97002777777778,10.2,1.545
46879,143.29691666666668,45.51386111111111,6.49,1.141
46880,143.30195833333335,-21.115750000000002,5.02,1.023
46881,143.30516666666668,-45.20861111111111,7.77,0.269
46882,143.312875,22.17502777777778,9.26,0.328
46883,143.315375,83.74163888888889,7.86,1.13
46884,143.31620833333332,65.81222222222222,8.89,1.177
46885,143.31775,9.168527777777777,8.43,-0.2
46886,143.31883333333334,-4.412,8.26,0.969
46887,143.319125,-52.830222222222226,8.01,0.006
46888,143.32083333333333,-38.63769444444444,7.24,0.663
46889,143.32233333333335,-57.96344444444445,6.82,0.019
46890,143.32366666666667,-21.392,6.68,0.012
46892,143.325375,-86.01002777777778,7.08,0.431
46891,143.32633333333334,28.36802777777778,6.5,0.128
46893,143.33308333333332,-7.190138888888889,6.25,1.17
46894,143.34575,56.13527777777778,11.0,0.674
46895,143.35508333333334,58.63341666666667,9.65,0.45
46896,143.35754166666666,17.130916666666668,9.58,1.343
46897,143.35875,-22.86402777777778,5.92,0.023
46898,143.36045833333333,-39.365500000000004,8.51,0.688
46899,143.36079166666667,-11.183194444444444,10.22,0.876
46900,143.36195833333332,18.28580555555556,8.48,0.401
46901,143.36229166666666,-30.666972222222224,9.45,0.81
46902,143.368375,-69.6915,8.69,0.182
46903,143.36983333333333,46.22866666666667,8.4,0.67
46904,143.376375,36.487027777777776,6.19,1.264
46905,143.37779166666667,-58.38627777777778,7.95,0.004
46906,143.38929166666668,-42.59441666666667,8.74,1.129
46907,143.40133333333333,-35.69669444444444,9.16,0.534
46908,143.40183333333334,-53.34427777777778,9.06,-0.078
46909,143.40575,-17.473999999999997,10.48,0.83
46910,143.410875,18.736611111111113,7.99,1.018
46911,143.422375,12.087361111111111,8.87,1.246
46912,143.43279166666667,-60.62775,6.99,1.137
46914,143.43566666666666,-49.00508333333333,5.12,-0.114
46913,143.43570833333334,-63.231500000000004,8.02,1.6
46915,143.43825,32.534166666666664,9.78,0.876
46916,143.438625,26.325555555555557,9.34,0.909
46917,143.442,-36.93119444444444,8.92,1.602
46918,143.443875,-49.72525,7.54,0.95
46919,143.44404166666666,62.82791666666667,7.86,0.97
46920,143.44804166666665,73.0256111111111,8.23,0.874
46921,143.45404166666665,52.443999999999996,7.73,0.205
46922,143.454875,77.69258333333333,8.14,0.984
46923,143.45633333333333,24.26297222222222,9.74,0.724
46924,143.46191666666667,-36.61577777777778,9.29,0.689
46925,143.46554166666667,-38.38805555555555,8.83,0.969
46926,143.46866666666668,15.492222222222221,9.4,0.681
46927,143.471,-19.895527777777776,8.58,0.933
46928,143.47295833333334,-80.94130555555556,5.07,-0.139
46929,143.47358333333332,36.32897222222223,9.98,0.509
46930,143.47466666666668,42.50763888888889,9.93,0.449
46931,143.4795,-32.95241666666667,8.02,0.247
46932,143.48129166666666,-28.77675,8.72,0.559
46933,143.484625,-39.594638888888895,10.25,1.192
46934,143.490375,-31.941166666666668,7.55,0.437
46935,143.491375,24.87338888888889,9.36,0.421
46936,143.49166666666667,45.28658333333333,7.68,0.214
46937,143.493375,-30.847027777777775,8.64,1.032
46938,143.49654166666667,23.45411111111111,6.26,1.453
46939,143.49904166666667,27.35313888888889,7.62,0.454
46940,143.49970833333333,-73.5035,8.59,1.086
46941,143.50095833333333,-10.557333333333334,8.4,1.36
46942,143.50304166666666,-32.02283333333333,7.44,1.201
46943,143.50633333333334,-29.738472222222224,8.59,0.202
46944,143.51208333333332,-50.43655555555555,9.6,1.029
46945,143.51375,-36.141333333333336,7.95,0.061
46946,143.51733333333334,-15.684222222222223,8.77,1.076
46947,143.52625,33.01638888888889,7.83,1.29
46949,143.53020833333332,-37.130833333333335,9.68,0.636
46948,143.530375,-21.06822222222222,9.17,1.025
46950,143.53666666666666,-51.25527777777778,5.01,-0.18
46951,143.55379166666665,-5.6034444444444444,9.07,1.04
46952,143.55575,36.39761111111111,4.54,0.914
46953,143.56070833333334,-3.157611111111111,8.27,0.48
46954,143.56141666666667,34.811166666666665,7.89,0.945
46955,143.56795833333334,39.153666666666666,8.47,1.173
46956,143.568875,-41.794694444444445,8.64,1.156
46957,143.570375,-70.93205555555556,9.01,0.269
46958,143.57329166666668,-50.60225,8.73,0.205
46959,143.57429166666665,-41.05619444444444,8.19,1.71
46960,143.57470833333332,66.79405555555556,8.21,0.475
46961,143.57620833333334,46.038777777777774,8.09,1.084
46962,143.57879166666666,54.046499999999995,7.2,0.941
46964,143.5815,66.79508333333334,8.26,0.453
46963,143.58175,46.90211111111111,6.54,0.234
46965,143.58741666666666,60.983111111111114,8.15,1.26
46966,143.590125,-32.57769444444445,9.62,0.571
46967,143.590875,-3.773722222222222,8.31,0.275
46968,143.594875,61.52663888888889,9.32,1.039
46969,143.59533333333334,14.59077777777778,9.06,0.486
46970,143.59795833333334,-51.61844444444444,10.19,0.37
46971,143.598875,71.08808333333333,7.29,1.141
46972,143.60283333333334,-18.752305555555555,8.46,0.139
46973,143.60866666666666,-13.866833333333334,8.55,0.128
46974,143.61108333333334,-59.22977777777778,4.08,-0.013
46975,143.61558333333332,-24.53655555555556,7.88,0.323
46976,143.61770833333333,-37.422,8.34,0.017
46977,143.62070833333334,69.83016666666666,4.54,0.781
46978,143.62420833333334,-66.12225,7.45,0.004
46979,143.62466666666666,-40.465805555555555,7.72,0.471
46980,143.62866666666667,-41.13744444444444,9.9,0.06
46981,143.63245833333335,48.754694444444446,7.55,0.98
46982,143.636,-5.914805555555556,5.56,1.159
46983,143.63645833333334,-3.488027777777778,7.14,0.799
46984,143.638625,3.5579166666666664,8.69,0.525
46985,143.64566666666667,-64.03086111111111,7.41,-0.031
46986,143.64775,17.96838888888889,8.79,0.37
46987,143.65195833333334,-0.48719444444444443,8.4,1.083
46988,143.656375,-16.375805555555555,7.8,1.639
46989,143.65775,41.39058333333333,9.3,0.707
46990,143.65916666666666,48.30333333333333,10.58,0.614
46991,143.662375,-50.415166666666664,8.94,0.002
46992,143.66895833333334,-25.91086111111111,9.01,0.878
46993,143.67204166666667,30.561055555555555,9.12,0.504
46994,143.67275,8.187472222222222,7.35,1.67
46995,143.67729166666666,-1.3993888888888888,8.4,1.474
46996,143.6775,-44.81625,7.19,0.041
46997,143.678125,-23.027749999999997,9.56,0.33
46998,143.68325,43.38880555555556,10.06,0.587
46999,143.68491666666668,16.446527777777778,8.9,0.0
47000,143.68870833333332,-52.02833333333333,7.35,0.429
47001,143.689375,-58.58616666666667,8.96,0.098
47002,143.69225,-24.19227777777778,9.08,0.79
47003,143.698875,47.58513888888889,10.27,0.545
47004,143.70266666666666,-52.16158333333333,8.69,1.2
47005,143.70516666666666,-50.562527777777774,7.99,0.039
47006,143.70620833333334,52.05155555555555,4.47,0.027
47007,143.711375,-12.129111111111111,6.54,0.623
47008,143.71275,5.247638888888889,8.79,0.935
47011,143.71283333333332,-7.532472222222222,8.17,0.498
47009,143.71295833333335,51.420249999999996,9.32,0.553
47010,143.71295833333335,0.6576666666666667,7.94,0.958
47012,143.720125,9.677249999999999,8.56,0.637
47013,143.72245833333332,72.20586111111112,5.77,0.53
47014,143.728125,1.1994722222222223,8.96,0.938
47015,143.72966666666667,-45.23297222222222,8.3,1.09
47017,143.73545833333333,-64.99955555555556,8.0,0.47
47016,143.73545833333333,33.67872222222222,9.65,0.517
47018,143.73566666666667,-28.87763888888889,8.8,0.294
47019,143.73579166666667,-75.66980555555556,7.9,1.053
47020,143.73829166666667,-34.36738888888889,7.32,0.028
47021,143.7445,-51.902027777777775,8.86,0.531
47022,143.74875,12.654555555555556,6.81,-0.023
47023,143.75141666666667,-47.02686111111111,8.55,0.404
47024,143.752875,-48.8895,7.57,0.281
47025,143.753625,-51.18211111111111,10.57,0.629
47026,143.75829166666668,24.904249999999998,9.84,0.46
47027,143.76016666666666,-4.889166666666666,7.4,1.07
47028,143.76520833333333,80.71119444444444,9.65,1.427
47029,143.76604166666667,39.62144444444444,4.81,0.992
47030,143.77491666666666,36.96147222222223,9.66,0.359
47031,143.77929166666667,-5.368833333333333,7.16,1.102
47032,143.78295833333334,64.46016666666667,9.05,0.578
47033,143.78541666666666,43.67327777777778,8.85,0.71
47034,143.78675,26.192666666666668,7.66,0.049
47035,143.789625,14.075666666666667,7.89,-0.098
47036,143.79308333333333,-31.424277777777778,8.66,1.336
47037,143.79758333333334,65.40916666666668,7.76,1.236
47038,143.79916666666668,14.084527777777778,9.07,0.543
47039,143.7995,-35.823750000000004,6.48,0.417
47040,143.79954166666667,-10.309000000000001,11.39,1.213
47041,143.807,-60.75941666666667,8.67,0.07
47042,143.80795833333335,-32.42663888888889,8.82,1.193
47043,143.80895833333332,60.89197222222222,7.28,0.345
47044,143.81225,88.51277777777777,9.65,0.692
47045,143.81704166666665,-44.614666666666665,9.52,0.029
47046,143.81820833333333,39.989111111111114,8.38,0.44
47047,143.81895833333334,-3.2713888888888887,8.62,0.226
47048,143.8195,-49.13030555555556,8.55,0.411
47049,143.82325,50.00241666666667,9.66,0.331
47050,143.825,-10.313805555555556,9.7,0.852
47051,143.82683333333333,-48.082861111111114,8.25,0.011
47052,143.828375,-2.150361111111111,9.14,0.871
47053,143.84375,39.96325,6.76,0.346
47054,143.84841666666668,39.95727777777778,8.08,0.434
47055,143.8525,-64.43875,9.04,0.514
47056,143.85283333333334,-22.685916666666667,7.0,0.998
47057,143.853125,-59.20547222222223,8.57,1.656
47058,143.85525,3.905388888888889,7.71,0.627
47059,143.8575,-6.474111111111111,8.84,0.557
47060,143.85841666666667,-39.85227777777778,8.81,0.647
47061,143.86,-59.883,9.52,0.798
47062,143.86354166666666,63.17794444444444,9.98,0.962
47063,143.86870833333333,-62.459,8.18,1.59
47064,143.86995833333333,31.081888888888887,8.03,0.475
47065,143.87545833333334,-46.11194444444445,8.14,1.065
47066,143.87625,-14.69125,10.14,1.5
47067,143.87791666666666,-30.765777777777778,9.29,0.819
47069,143.88304166666666,-75.64008333333334,9.62,0.144
47068,143.883125,-61.75105555555555,9.16,0.5
47070,143.89091666666667,-19.583305555555555,6.33,0.069
47071,143.89225,-14.802777777777779,10.03,0.614
47072,143.89470833333334,10.257333333333333,9.3,0.894
47073,143.90554166666666,-8.588777777777779,8.19,0.337
47074,143.90925,-48.51361111111111,8.68,0.006
47075,143.91083333333333,-6.795388888888889,9.16,0.5
47076,143.91220833333333,-39.903527777777775,8.27,1.49
47077,143.916375,-48.92063888888889,8.37,-0.008
47080,143.91679166666665,35.81077777777777,5.4,0.77
47078,143.91679166666665,-50.22325,11.3,0.053
47079,143.91754166666666,-50.220305555555555,9.66,0.411
47081,143.91879166666666,2.637388888888889,7.91,1.04
47082,143.92204166666667,-44.188138888888886,7.03,0.119
47083,143.923,-68.21030555555556,7.16,0.0
47084,143.927125,53.29463888888889,8.23,0.477
47086,143.9375,-11.945916666666667,7.62,1.064
47087,143.93820833333334,34.780833333333334,7.62,0.864
47088,143.94725,-54.16880555555555,7.96,-0.085
47089,143.94758333333334,-21.94725,8.18,0.956
47090,143.9505,40.67197222222222,10.32,0.512
47091,143.951875,9.868166666666667,8.99,0.588
47092,143.954,0.20025,7.8,0.937
47093,143.958875,38.266888888888886,9.99,0.522
47094,143.96154166666668,48.491527777777776,7.04,0.43
47095,143.96591666666666,54.69958333333333,8.91,1.036
47096,143.97045833333334,14.379583333333334,6.32,0.027
47097,143.978,-67.28030555555556,8.36,0.809
47098,143.978375,76.548,9.82,1.17
47099,143.97979166666667,-1.265,8.94,0.934
47100,143.98208333333332,-29.410527777777776,8.9,1.281
47101,143.99566666666666,42.18083333333333,10.73,0.65
47102,143.99591666666666,-20.55291666666667,8.76,1.444
47103,144.00645833333334,-21.658388888888886,10.91,1.572
47104,144.008875,20.045555555555556,6.97,1.039
47105,144.01016666666666,-15.058833333333334,8.89,1.056
47106,144.01229166666667,-27.522027777777776,7.5,0.151
47108,144.01404166666666,-31.232333333333333,7.25,0.493
47107,144.01425,53.29336111111111,10.84,0.756
47109,144.015875,34.822027777777784,9.9,0.363
47110,144.018125,37.55308333333333,8.25,0.758
47111,144.018375,4.514472222222222,7.41,1.355
47112,144.01883333333333,23.191555555555556,7.52,0.975
47113,144.02070833333335,53.29827777777778,8.77,0.392
47115,144.02179166666667,-64.9503611111111,6.55,0.092
47114,144.02183333333332,45.30588888888889,10.84,0.575
47116,144.02391666666668,-51.74469444444445,8.05,-0.02
47117,144.02520833333332,61.25369444444444,8.35,0.426
47118,144.02733333333333,47.524277777777776,8.49,0.674
47119,144.02829166666666,74.31888888888888,6.46,-0.083
47120,144.0315,-63.902055555555556,9.24,0.797
47121,144.033625,-46.07530555555556,8.83,0.504
47122,144.03654166666666,-43.91694444444444,8.81,0.915
47123,144.036875,51.12902777777778,9.82,0.74
47124,144.03741666666667,42.966750000000005,8.91,0.651
47125,144.04329166666668,-25.962027777777777,7.51,1.524
47126,144.04570833333332,-53.214555555555556,8.3,-0.08
47127,144.04591666666667,12.688638888888889,8.69,1.037
47128,144.04816666666667,-58.02502777777778,7.67,1.118
47129,144.052375,-36.034277777777774,8.15,0.067
47130,144.05395833333333,5.7180277777777775,9.6,1.532
47131,144.06108333333333,-52.544666666666664,7.53,1.635
47132,144.06475,34.01722222222222,8.62,1.0
47133,144.066625,37.52952777777778,11.09,1.581
47134,144.06783333333334,-21.997194444444446,7.41,0.295
47135,144.075125,-78.345,8.59,0.588
47136,144.0775,8.796055555555556,9.19,0.2
47137,144.08154166666668,-61.13261111111111,8.1,0.03
47138,144.08266666666665,17.229944444444442,8.52,1.022
47139,144.08316666666667,-20.88738888888889,8.33,1.015
47140,144.08466666666666,19.441805555555558,9.63,0.638
47141,144.088,62.79061111111111,7.41,0.315
47142,144.09045833333334,10.56713888888889,8.91,0.413
47143,144.09145833333332,11.432583333333334,8.12,1.16
47144,144.101625,-33.601416666666665,8.41,1.111
47145,144.105875,-48.75116666666667,6.18,0.277
47146,144.10625,-17.38525,8.7,1.53
47147,144.10716666666667,-36.30175,7.5,1.021
47148,144.10866666666666,18.92863888888889,8.74,0.801
47150,144.11558333333332,-2.777861111111111,7.03,1.017
47151,144.12145833333332,10.846305555555556,7.74,0.071
47152,144.12354166666665,64.37058333333333,8.32,0.988
47153,144.12954166666665,-11.274194444444445,7.57,0.056
47154,144.129625,-24.229638888888886,8.81,0.628
47155,144.13270833333334,-27.96261111111111,8.3,0.314
47156,144.13558333333333,-22.429722222222225,8.82,0.685
47157,144.13908333333333,5.05575,9.28,0.516
47158,144.14058333333332,7.122777777777777,8.15,0.578
47159,144.14058333333332,-24.702944444444444,6.54,0.389
47160,144.141125,54.122083333333336,7.99,0.521
47161,144.15304166666667,-42.08486111111112,9.29,0.43
47162,144.15979166666668,35.696527777777774,7.76,0.18
47163,144.16070833333333,-46.33880555555556,8.4,0.583
47164,144.16354166666667,39.92125,11.17,0.589
47165,144.17104166666667,69.63672222222223,7.2,0.3
47166,144.17458333333335,-74.78733333333334,8.87,1.425
47167,144.17841666666666,-33.33541666666667,8.34,0.06
47168,144.17854166666666,31.16183333333333,5.57,1.594
47169,144.17866666666666,56.97013888888889,7.06,0.156
47170,144.182375,32.12261111111111,8.97,0.615
47171,144.18879166666667,-3.9042777777777777,9.31,0.58
47172,144.193375,-52.94391666666667,6.18,1.051
47173,144.20408333333333,27.75852777777778,6.96,1.172
47174,144.20520833333333,57.91213888888889,9.99,0.639
47175,144.20691666666667,-49.35513888888889,4.34,0.173
47176,144.20883333333333,27.97311111111111,9.17,0.816
47177,144.21445833333334,-53.032805555555555,10.2,1.043
47178,144.21583333333334,26.232694444444444,10.07,0.271
47179,144.2185,22.24413888888889,7.83,1.291
47180,144.22041666666667,-26.85816666666667,7.63,1.4
47181,144.22154166666667,44.06680555555556,11.31,0.383
47182,144.22354166666668,35.599444444444444,7.44,0.435
47183,144.22845833333332,-66.41000000000001,7.9,-0.01
47184,144.23041666666666,-48.77211111111111,8.62,0.006
47185,144.240375,82.92538888888889,7.02,0.427
47186,144.241125,-79.83977777777777,8.8,0.686
47187,144.25104166666668,-25.296861111111113,5.68,1.116
47188,144.2585,-71.68919444444445,9.09,0.559
47189,144.26079166666668,16.43797222222222,5.73,1.223
47190,144.26325,-31.88986111111111,8.52,0.624
47191,144.26858333333334,31.941194444444445,10.35,0.618
47192,144.26929166666667,-48.696888888888886,8.84,-0.064
47193,144.27229166666666,81.32641666666666,4.28,1.488
47194,144.27916666666667,-21.40036111111111,8.14,0.104
47195,144.28004166666668,0.5056388888888889,10.7,0.741
47196,144.28154166666667,16.225916666666667,7.84,0.528
47197,144.28654166666666,21.94022222222222,8.84,0.148
47198,144.28995833333335,72.08058333333332,7.43,0.483
47199,144.291125,-32.17861111111111,5.62,1.023
47200,144.292,-38.69461111111111,8.54,0.02
47201,144.29766666666666,22.694583333333334,9.43,1.273
47202,144.29920833333333,-43.27191666666666,8.23,0.811
47203,144.3,-81.74725,8.35,0.212
47204,144.30283333333333,-53.66847222222222,5.44,0.137
47205,144.30295833333332,6.8357777777777775,5.0,1.051
47206,144.30425,-42.02075,9.1,1.193
47207,144.30470833333334,68.25602777777777,10.77,0.745
47208,144.30904166666667,-30.211027777777776,7.45,0.195
47209,144.31241666666668,-29.40475,9.13,0.028
47210,144.32054166666666,-30.970138888888886,7.01,1.008
47211,144.32216666666667,15.252555555555556,8.04,0.42
47212,144.32316666666668,0.7384166666666666,9.18,0.378
47213,144.32675,-14.851083333333333,7.97,0.181
47214,144.32820833333332,-60.15211111111111,9.23,0.372
47215,144.335125,37.912277777777774,8.85,0.48
47216,144.33545833333332,-54.83133333333333,9.4,0.36
47217,144.34391666666667,29.255194444444445,10.47,0.51
47218,144.35445833333333,-44.75152777777778,8.09,1.599
47219,144.35479166666667,8.850972222222222,8.86,1.189
47220,144.35529166666666,1.880861111111111,8.39,0.626
47221,144.361,49.30605555555555,8.64,0.316
47222,144.36141666666666,30.957305555555553,7.76,1.018
47223,144.36766666666668,32.91269444444444,9.55,0.994
47224,144.36841666666666,-36.096000000000004,5.96,1.118
47225,144.36954166666666,-49.99147222222222,6.97,0.584
47226,144.37058333333334,-29.80227777777778,7.02,0.992
47227,144.37995833333332,-59.889944444444446,6.91,0.265
47229,144.3945,64.40886111111112,8.29,0.61
47230,144.40120833333333,-66.67747222222222,8.18,0.096
47231,144.40633333333332,60.213750000000005,6.41,0.921
47232,144.40741666666668,50.70980555555556,9.26,0.849
47233,144.41170833333334,15.458527777777777,8.65,0.45
47234,144.41308333333333,10.75613888888889,8.99,1.45
47235,144.41491666666667,-13.297277777777778,8.79,0.677
47236,144.41558333333333,60.03377777777778,9.92,1.089
47238,144.41920833333333,-68.93322222222223,8.97,1.383
47237,144.41925,1.6959722222222222,6.85,0.939
47239,144.42120833333334,44.43955555555555,8.35,1.433
47240,144.42541666666668,-15.699944444444444,7.69,0.979
47241,144.42733333333334,-61.22141666666667,8.96,1.147
47242,144.44141666666667,-3.170611111111111,6.45,0.986
47243,144.44916666666666,40.792,9.03,0.532
47244,144.450875,36.59425,8.96,0.811
47245,144.45175,48.002916666666664,8.65,0.537
47246,144.456125,-31.813944444444445,9.38,0.882
47247,144.45816666666667,24.670305555555558,6.61,0.567
47248,144.46195833333334,-55.49725,9.93,0.043
47249,144.46475,-9.42447222222222,6.4,-0.04
47250,144.46529166666667,45.903638888888885,8.24,0.429
47251,144.46975,-37.833000000000006,8.91,0.747
47252,144.47729166666667,-0.31966666666666665,7.87,-0.3
47254,144.47841666666667,-40.50963888888889,8.68,0.381
47253,144.478625,-80.3505,8.07,0.033
47255,144.48229166666667,-36.926138888888886,7.74,0.664
47256,144.48329166666667,44.21908333333334,8.32,1.482
47257,144.4835,49.003166666666665,8.92,0.471
47260,144.48454166666667,73.08044444444444,6.39,0.352
47258,144.48454166666667,24.067416666666666,8.79,0.415
47259,144.48520833333333,74.34299999999999,7.88,0.296
47261,144.49325,22.523416666666666,9.93,1.21
47262,144.49420833333335,16.834055555555555,7.91,0.976
47263,144.501,-59.399388888888886,7.49,0.722
47264,144.50133333333332,49.327222222222225,9.6,0.507
47265,144.50170833333334,-19.009194444444443,7.53,0.125
47266,144.50545833333334,14.347444444444445,6.63,0.438
47267,144.50595833333333,-43.190861111111104,5.51,0.985
47268,144.50966666666667,76.16286111111111,8.03,1.158
47269,144.51054166666665,-35.07647222222223,8.63,0.97
47270,144.51283333333333,47.561277777777775,8.38,0.515
47272,144.51345833333335,-54.21913888888889,6.88,-0.099
47271,144.51358333333334,-56.86713888888889,8.26,1.171
47273,144.51795833333333,-6.8013055555555555,10.67,0.5
47274,144.51908333333333,17.355500000000003,7.95,1.374
47275,144.523125,-56.960861111111114,8.53,0.651
47277,144.52554166666667,-56.32172222222223,7.84,1.143
47276,144.52633333333333,-56.96369444444445,10.45,0.658
47278,144.52770833333332,18.641694444444443,9.26,0.532
47279,144.52808333333334,56.01866666666667,10.19,0.145
47280,144.52820833333334,41.20691666666667,10.65,0.51
47281,144.529,-69.13919444444446,8.52,1.678
47282,144.53170833333334,3.883888888888889,11.95,1.375
47283,144.53916666666666,-47.388194444444444,8.26,1.08
47284,144.55033333333333,-5.1665277777777785,7.9,1.223
47285,144.55116666666666,-1.475527777777778,8.29,0.143
47286,144.553375,38.45258333333334,9.09,1.305
47287,144.55479166666666,35.81466666666666,9.64,0.375
47289,144.55558333333335,-52.69311111111111,7.88,-0.082
47288,144.55579166666666,23.547027777777778,7.87,0.498
47290,144.55733333333333,-47.93308333333333,8.79,1.039
47291,144.56695833333333,12.736305555555555,6.74,0.912
47292,144.57108333333332,1.835277777777778,7.73,0.554
47293,144.57116666666667,70.26611111111112,6.99,0.386
47294,144.57170833333333,-18.982638888888886,8.05,0.296
47295,144.576375,-8.073777777777778,8.97,1.1
47296,144.58479166666666,55.09741666666667,12.15,-0.27
47297,144.58529166666668,57.42469444444444,8.95,0.99
47299,144.58866666666665,-81.7093888888889,6.72,1.018
47298,144.58883333333333,25.366611111111112,8.48,0.974
47300,144.59079166666666,40.23977777777778,5.28,0.223
47301,144.591375,-64.4025,6.69,-0.007
47302,144.59254166666668,-3.8548055555555556,7.72,1.022
47303,144.59425,7.709083333333334,7.44,0.273
47304,144.59620833333332,45.94322222222222,9.4,0.552
47305,144.597875,49.86783333333334,8.67,-0.201
47306,144.59925,-47.52302777777778,8.61,-0.074
47307,144.6005,2.6786388888888886,11.9,1.412
47308,144.60866666666666,-56.20777777777778,9.25,0.429
47309,144.61379166666666,-62.55591666666666,7.59,-0.028
47310,144.614125,4.649416666666666,4.68,1.31
47311,144.61508333333333,28.006,7.83,0.633
47312,144.61866666666666,-2.9283611111111107,8.16,0.623
47313,144.61983333333333,38.80636111111111,10.26,0.586
47314,144.62204166666666,6.445583333333333,8.22,1.139
47315,144.62320833333334,65.12211111111111,9.09,1.032
47316,144.62475,57.92066666666666,11.8,0.484
47317,144.62529166666667,-27.985166666666668,8.64,0.06
47318,144.62629166666667,-13.746888888888888,8.99,0.077
47320,144.63141666666667,-59.17525,7.34,0.098
47319,144.6315,-20.92791666666667,9.03,0.219
47321,144.63333333333333,-64.10980555555555,8.83,0.43
47322,144.63841666666667,26.544305555555557,9.25,0.574
47323,144.64779166666668,23.048694444444447,8.13,0.488
47324,144.648875,30.7615,8.43,0.265
47325,144.64920833333332,9.626277777777778,8.98,0.981
47326,144.64983333333333,-41.43505555555555,9.5,0.041
47327,144.66745833333334,-11.79738888888889,7.56,1.141
47328,144.66975,-39.61397222222222,6.69,0.491
47329,144.672,21.539527777777778,8.05,1.081
47330,144.67475,75.20544444444445,6.64,1.057
47331,144.67870833333333,50.24922222222222,8.26,0.432
47332,144.67991666666666,45.30008333333333,9.15,0.89
47333,144.681625,-39.38652777777778,10.5,1.145
47334,144.68204166666666,-51.55438888888889,8.88,1.41
47335,144.68866666666668,-66.85919444444444,7.39,0.299
47336,144.69058333333334,10.77786111111111,6.66,0.184
47337,144.69420833333334,-66.66777777777779,8.82,0.541
47338,144.697,-66.66338888888889,11.62,0.927
47339,144.70095833333335,-36.52927777777778,7.99,0.863
47341,144.70375,-45.49702777777778,8.86,-0.026
47340,144.70375,30.15308333333333,7.95,0.959
47342,144.70616666666666,12.0515,8.93,0.514
47343,144.70754166666666,-64.48925,6.83,1.161
47344,144.707875,-54.32516666666667,8.61,0.937
47345,144.708125,-49.76152777777778,10.51,0.28
47346,144.70845833333334,-32.328583333333334,8.55,0.569
47347,144.71079166666667,-72.70041666666667,9.06,0.115
47348,144.712125,68.01419444444444,8.54,0.972
47349,144.72429166666666,-51.55072222222222,9.74,1.14
47350,144.72504166666667,-68.60602777777777,8.84,0.293
47351,144.725625,-64.99086111111112,8.85,0.496
47352,144.72779166666666,20.297583333333336,6.79,-0.071
47353,144.729,-22.96488888888889,9.02,0.48
47354,144.73145833333334,24.350472222222223,9.25,0.923
47355,144.73475,79.56852777777777,9.19,1.202
47356,144.735875,69.28858333333334,8.13,0.448
47357,144.73945833333335,-47.322861111111116,9.22,0.43
47358,144.74216666666666,-4.015,7.57,1.093
47359,144.74229166666666,-49.061055555555555,7.64,0.06
47360,144.74375,-18.183722222222222,8.01,1.459
47361,144.74720833333333,30.275444444444442,9.03,1.393
47362,144.74879166666668,12.705333333333332,9.23,0.324
47363,144.75054166666666,-17.624194444444445,6.74,0.255
47364,144.75308333333334,58.54816666666667,7.32,1.641
47365,144.76029166666666,-24.003944444444443,9.98,1.382
47366,144.762,49.80397222222222,9.84,0.599
47367,144.763625,-50.844611111111114,8.17,1.04
47368,144.76625,14.422055555555556,8.44,0.995
47369,144.76704166666667,-2.839472222222222,7.21,0.137
47370,144.772,-58.280611111111114,7.65,-0.076
47371,144.77383333333333,-45.42622222222222,9.12,0.666
47372,144.775125,-23.09508333333333,7.55,0.006
47373,144.77825,-39.529555555555554,7.7,0.902
47374,144.78033333333335,-4.378611111111111,8.16,1.091
47375,144.78470833333333,17.468027777777777,8.63,0.47
47376,144.78725,52.32619444444445,8.46,0.503
47377,144.78875,20.459944444444442,8.9,0.987
47378,144.79066666666668,-67.57249999999999,7.86,1.015
47379,144.792,-62.554472222222216,7.61,-0.005
47380,144.79491666666667,43.144333333333336,6.59,0.947
47381,144.80145833333333,-54.05333333333333,8.87,0.96
47382,144.803375,25.367333333333335,7.22,0.322
47383,144.804375,21.197472222222224,7.75,1.131
47384,144.809375,10.886222222222221,9.0,1.498
47385,144.80970833333333,-48.10586111111111,8.91,0.397
47387,144.812125,66.84983333333332,10.01,1.07
47386,144.81245833333332,-10.193888888888889,9.2,1.548
47388,144.82191666666668,13.31252777777778,7.02,0.475
47389,144.82954166666667,-43.43336111111111,9.94,0.545
47390,144.83766666666668,57.863,8.12,1.071
47391,144.83766666666668,-61.32811111111111,4.51,-0.07
47392,144.84095833333333,-2.6706666666666665,8.16,1.593
47393,144.84679166666666,-57.52038888888889,8.93,1.0
47394,144.84741666666667,-52.943305555555554,7.42,1.62
47397,144.86083333333335,-54.75336111111111,6.83,-0.126
47396,144.86104166666667,6.485305555555556,8.87,0.85
47398,144.86291666666668,-54.26511111111111,7.84,1.226
47399,144.86433333333332,42.285888888888884,8.77,0.591
47400,144.86458333333334,-63.25505555555556,7.75,-0.021
47401,144.86633333333333,67.27233333333334,5.96,1.528
47402,144.86683333333335,62.087611111111116,8.88,1.119
47403,144.86708333333334,35.24308333333333,7.12,0.544
47404,144.86825,54.84788888888889,9.19,0.329
47405,144.872625,72.74677777777778,7.12,0.157
